No;Label;Username;Tweet
366;inquiry;gr4ndis;@IndiHome mohon balas DM saya dong min, internet lagi masalah ini
367;none;jvyoen;?? Ini indihome. Kalau ini your home. https://t.co/H2UDuB1TUV
368;campaign;neyla2327;"Healing versi aku makan"" sepuasnya, buat nyari mkanan yg enak bisa jg di shopeefood pake internetnya IndiHome, gk ni aja uda seru bgt?? #AktivitasTanpaBatas https://t.co/N5SmMVyRtp"
369;complaint;laksanaazis;@IndiHomeCare Halo indihome, kenapa ya sudah ada semingguan lebih internet sangat sangat lemot. Padahal kondisi tidak saat hujan. Mohonlah segera di perbaiki
370;campaign;ahmadfirna;Selasa pagi ditemenin cuaca yang bersahabat paling cocok sambil dengerin musik pake IndiHome emang paling the best bikin goodmood?? #internetnyaindonesia #aktivitastanpabatas https://t.co/ts5JmbEg5O
371;none;selfolconvo;?? Ini indihome. Kalau ini your home. https://t.co/SjnN6gCBXt
372;campaign;itarahayunings1;ngajar online sambil buka youtube kesukaan anti lemot dan super cepat dengan jaringan internet indihome ?? #InternetnyaIndonesia #AktivitasTanpaBatas https://t.co/xpD1NhYXss
373;inquiry;skysitorus;@IndiHomeCare @IndiHome Dear indihome yang paling bagus jaringan ya sejagad raya. Saya sudah DM. Moho. Dibalas ya. Saya ngeluh empat jam yg lalu, kalian balas 4 jam setelahnya. Sangat cepat reapon kalian. Salut. Itu DM Saya tolong ditindaklanjuti. Terima kasih indihome yang baik Dan super cepat.
374;campaign;ahmadfirna;Selamat Hari selasa! Semangat baru.. Langkah baru.. Rezeki baru.. IndiHome dukung aktivatas onlinemu ?? #internetnyaindonesia #aktivitastanpabatas https://t.co/5SdMvHClwS
375;compliment;raisagusna;@tintinnya @IndiHomeCare Berasa lagi liat laki gw @tegaralaga kalo ngobrol sm cs nya indihome.
376;campaign;sahrulahyar;Semua tugas lewatnya online Untung ada Indihome Online apapun teratasi #AktivitasTanpaBatas #InternetnyaIndonesia https://t.co/QnVdCSahDM
377;campaign;arrysofian1;nongkrong sama temen sambil youtube an streamer pake jaringan internet super cepat dari indihome?? #InternetnyaIndonesia #AktivitasTanpaBatas https://t.co/XMvh9STntT
378;compliment;fazameonk;sejak agustus 2021 pake indihome dan blm ada masalah apapun sampe skrg ??
379;complaint;choocotae;indihome di rmh knp tiap jam segini wifinya gabisaaa :/
380;campaign;ayudwi212;kesekian kali nonton youtube lancar dan anti lelet dengan jaringan internet indihome ?? #InternetnyaIndonesia #AktivitasTanpaBatas https://t.co/D0RiJWapYE
381;complaint;thumbflr;ga ngerti lg sm indihome ngelag mulu buset
382;own tweet;indihomecare;@irsyadsupardi Halo, Kak Irsyad, Hamco informasikan saat ini registrasi pemasangan baru layanan IndiHome lebih mudah melalui aplikasi myIndiHome dan website https://t.co/VfQIHH8C9t karena bisa melakukan pengecekkan... https://t.co/EVnQ2yo1o6
383;complaint;metaxllica;indihome telkomsel kok lemot anjjj
384;own tweet;indihomecare;@anakkhhalal Baik Sobat. Senang mendengar kabar baiknya. Selamat menikmati layanan IndiHome kembali. Jika ada yang ingin ditanyakan, jangan sungkan untuk hubungi kami kembali. Terima kasih. -Jako
385;inquiry;doyzky1;@ArifZein @okkyandrianlola @IndiHome Nah itu dia. Kenapa harus pakai foto KTP+selfie? Syarat mutlak lhoo https://t.co/tHNJvJyW1a
386;inquiry;metaxllica;ini telkomsel sama indihome kerja sama apa gmn dah
387;complaint;ipatnoren;ish indihome jelek
388;complaint;akunorghalal;indihome cacad
389;compliment;aasangkaraa;Seru banget nonton bola bareng indihome
390;complaint;yahjangannakal;Kenapa kalau gerimis dikit aja sinyal WiFi nya indihome ilang, why #IndiHome jelek banget
391;none;agumpratama_;Cbn meng-indihome kan diri
392;compliment;putralfaridzi;dengerin musik di youtube UseeTv indihome sebagai temanku di siang hari gini biar ga ngantuk pas kerja hehe https://t.co/N3qySbVmYQ
393;compliment;sunnybeeflower;@kafka_____ malah bersyukur pake indihome ??
394;none;twlghtlvrbee;berasa jadi anak Indihome gue, liat mereka, tapi masa sii, kok baru sekarang gue liat hal begituan ? Ah apa jangan jangan karna lgi dapet ya hum, au ah gue ngumpet di selimut ini??
395;inquiry;comrade0004;Indihome di apart sini bagus ga ya? Pengen tambah jd 2 ISP
396;complaint;findamolida;indihome kenapa sih??
397;campaign;royya1311;Rutinitas Selasa siang ini bikin es kopi sambil streaming youtube pake IndiHome #AktivitasTanpaBatas https://t.co/dYvevKmmoG
398;complaint;incorrectfoe;When indihome crashes in middle of meeting with bos wilayah https://t.co/3mf9SiTiSJ
399;campaign;neyla2327;Rutinitas Selasa siang bersantai sambil streaming youtube pake jaringan IndiHome #AktivitasTanpaBatas https://t.co/s5uEBFHFve
400;own tweet;indihomecare;@kopimilloo @IndiHome Hai, Kak Hush. Boang bantu cek jaringannya ya Kak. Yukk kirim dulu nomor internet, nomor hp, dan nomor hp alternatif via DM atau klik https://t.co/GTuwLrpOsE biar kami bantu solusikan lebih lanjut. Terima kasih -Boang
401;compliment;ukitalli;"sambil nunggu adzan azhar nonton film korea dulu di disney hotstar indihome filmnya keren"" https://t.co/b1nQBqb2mj"
402;own tweet;indihomecare;@ramaka04 Halo, Kak Rama. Silfa informasikan registrasi pasang baru IndiHome bisa melalui aplikasi myIndiHome, website https://t.co/VfQIHHpFbt atau melalui kami di sini ya. Terima kasih. -Silfa
403;own tweet;indihomecare;@Skysitorus @IndiHome Hai, Sobat. Boang bantu cek jaringannya ya Kak. Yukk kirim dulu nomor internet, nomor hp, dan nomor hp alternatif via DM atau klik https://t.co/GTuwLrpOsE biar kami bantu solusikan lebih lanjut. Terima kasih -Boang
404;compliment;sri_nofi_tri_p;::. Saya setuju internetan cepat pakai indihome https://t.co/fzEWxtv8bX
405;complaint;metapussy69;Indihome peler kerjaan numpuk https://t.co/ji3YlwKREk
406;campaign;neyla2327;Kalo Musim hujan gini rasanya kurang kalo ngga nyeduh kopi. Sruput kopi dikit ah sebelum kerja, biar ngantuk ilang, semangat jadi membara ditemenin IndiHome tentunya ?? #AktivitasTanpaBatas https://t.co/sgJu6s6xxP
407;own tweet;indihomecare;@fandidikan @IndiHome Halo, Kak Fandix. Boleh dong, Kak. Namun, sebelumnya silakan informasikan detail laporannya terlebih dahulu via DM atau klik link https://t.co/yuUDRsBgiA agar kami bantu lebih lanjut. Terima kasih. -Boang
408;inquiry;ramaka04;@IndiHomeCare Kak, kalo mau registrasi IndiHome lewat mana? #MauNanyaDong
409;campaign;neyla2327;Masih dlm rangka aktivitas online dengan IndiHome, berburu diskon di shopee karena masih hari pelanggan nih ?? #AktivitasTanpaBatas https://t.co/Qmz6sbj1Bs
410;own tweet;indihomecare;@jichaeryx @IndiHome Hai, Kak Ki. Boang bantu cek jaringannya ya Kak. Yukk kirim dulu nomor internet, nomor hp, dan nomor hp alternatif via DM atau klik https://t.co/GTuwLrpOsE biar kami bantu solusikan lebih lanjut. Terima kasih -Boang
411;campaign;nayialu;"Mumpung masih hari pelanggan nih lagi banyak diskon dan gratis ongkir, mulai khilaf ini, apalagi koneksi internetnya IndiHome ngedukung bgt, gak ada putus""nya ?? #AktivitasTanpaBatas https://t.co/LOAWBF5zBZ"
412;own tweet;indihomecare;@angelarissa_ @IndiHome Halo, Kak Angel. Apakah nomor internet dengan akhiran **20? untuk menstabilkan kembali jaringan internetnya, Boang bantu lakukan restart jaringan dari sistem. Hal ini akan menyebabkan koneksi IndiHomenya mati sejenak. Apakah Kakak berkenan? Ditunggu konfirmasi berikutnya. -Boang
413;campaign;msamsululum;Bahasa Arab Bahasa Indonesia Kalau IndiHome Pilihan kita #AktivitasTanpaBatas #InternetnyaIndonesia https://t.co/4OUt2UkEnM
414;inquiry;kipli_nich;Halo sobat Indihome Sobat punya pertanyaan seputar Indihome, Coba bisikan ke mimin https://t.co/cYDyQ4xTS2
415;campaign;davidramdani10;Kalo Musim hujan gini rasanya kurang kalo ngga nyeduh kopi. Sruput kopi dikit ah sebelum kerja, biar ngantuk ilang, semangat jadi membara ditemenin IndiHome tentunya ?? #AktivitasTanpaBatas #IndiHome https://t.co/6w74968la5
416;none;kipli_nich;Halo sobat Indihome Tipe tipe penonton Drakor kamu yang mana, nih https://t.co/UVMTkJHyL4
417;compliment;uwistory21;Temenku jadi ketagihan streaming film di maxstream apalagi gratis dan tinggal login pake nomor hp dan tentunya pake koneksi dari indihome jadi bebas deh nonton sepuasnyaa???? https://t.co/VNoVyrgzkZ
418;compliment;kipli_nich;Halo sobat Indihome A Day in my life ala sobat https://t.co/jxGXx9XLGR
419;own tweet;indihomecare;@Galuhakhdandika @IndiHome Hai, Kak Galuh. Boang bantu cek jaringannya ya Kak. Yukk kirim dulu nomor internet, nomor hp, dan nomor hp alternatif via DM atau klik https://t.co/GTuwLrpOsE biar kami bantu solusikan lebih lanjut. Terima kasih -Boang
420;compliment;gengtaros;best lah @IndiHome pokoknya https://t.co/EEYK8a3JsW
421;compliment;moohnen;jadi udah kek identik.. mo nonton bola ya di vidio by indihome
422;campaign;nayialu;"Sedih bgt pas kulit sikecil merah"" gini, trus q coba browsing pake internetnya IndiHome buat atasi masalah ini, dan ternyata gatal"" ini gak boleh kena air dulu unung segera tau jd blm terlanjur parah. #AktivitasTanpaBatas https://t.co/7hJSld1him"
423;compliment;kafka_____;Sejak pake indihome selalu ada alasan ga ikut zoom. Terima kasih indihome ??
424;own tweet;indihomecare;@riotstarter_nic @IndiHome @Telkomsel Hai, Kak Nicky. Boang bantu cek jaringannya ya Kak. Yukk kirim dulu nomor internet, nomor hp, dan nomor hp alternatif via DM atau klik https://t.co/GTuwLrpOsE biar kami bantu solusikan lebih lanjut. Terima kasih -Boang
425;complaint;kaokoiphed;Akhir akhir ini Indihome lemuoootttt byaattt
426;complaint;iamtheoaktree;Indihome nih anjeng bgt ya koneksi nya
427;campaign;nayialu;Yg punya kek gini pasti tau kalo teko ini tahan lama juka dibuat nyeduh minuman dingin ato panas, udah kayak internetnya indihome aja yg tetep lancar meskipun cuaca panas ato hujan ?? #AktivitasTanpaBatas https://t.co/3l2SyTjQyj
428;complaint;tiko_pb;@agussari Jam kerja sama saja, namun lebih productive jauh waktu WFH Asalkan indihome gak ngambek ??
429;compliment;ddallss_;Udah deh kalau ketemu indihome, ngegame nya gak berenti, lancar jayaaaaa https://t.co/ESUnVaGQ6k
430;campaign;nayialu;Sisir ini buat meluruskan rambutku, tapi kalo Internetnya IndiHome itu buat melancarkan aktivitas onlineku ?? #AktivitasTanpaBatas https://t.co/UZcowYSZ1m
431;compliment;kinosukina;Yakinlah bahwa setiap perbuatan akan kembali kepada diri kita masing-masing. Untuk itu, fokuslah berpikir baik, berkata baik, berbuat baik dan berhati baik. Yakinlah bahwa IndiHome selalu mendukung aktivitas online. Untuk itu, memilih IndiHome adalah keputusan yang tepat https://t.co/UTx9uYu8uF
432;compliment;timunrasatuna;Wait, ketinggalan apa aja ni info Bangtan? Indihome Telkomsel baru bener_-
433;compliment;etwile;@spaceoddivy Iyaaa, sempet drop terus hectic lagi jadi ngilang timbul terus. KANGEN IVY JUGA ???? anjai cepet banget, admin indihome kalah!! -,-
434;campaign;brobay29;dirumah tetap bisa belajar tajwid anak di channel rodja pakai indihome memang mudah bgt. #AktivitasTanpaBatas #InternetnyaIndonesia https://t.co/VTg3lD1aW3
435;campaign;edowahy99136570;#IndiHome #AktivitasTanpaBatas https://t.co/rFZLG0gCg1
436;campaign;ryupr12;@indihomeborneo @IndiHome Merry Riana, sosok perempuan yang memberikan motivasi luar biasa kepada generasi muda milineal Indonesia #AktivitasTanpaBatas #InternetnyaIndonesia #IndiHomeBorneo Ikutan yuk : @LiiaMonday @neo_rramadan
437;campaign;nayialu;Semalem dimar terasa panas padahal uda ada AC yernyata AC nya yg uda kotor paginya lgsg panggil service ac sekarang jasa service pun bisa dipesen via online, asalnya ada internet ajah semua bisa, pilihanku buat wifi dirumah ya tetep IndiHome #AktivitasTanpaBatas https://t.co/mvvcZd0rab
438;complaint;dlaco;males banget indihome ngechat nawarin upgrade speed mulu, tp pas lagi gangguan perbaikannya suka lama ^___^
439;compliment;davidramdani10;Pagi hari ini cerah banget ya, cocok banget buat olahraga di rumah aja pake tutorial dari youtube dan internet IndiHome ?? #IndiHome https://t.co/TCjumIm2pK
440;compliment;ddallss_;Banyak browsing di youtube, jangan lupa pake indihome biar pengetahuannya makin luas haha https://t.co/MMu9NzQlaI
441;complaint;liebelamour;ini indihome kenapa jelek banget
442;none;rielcasey;@secgron @IndiHome @TretanMuslim @IndiHome
443;complaint;otirasnat;@kring_pajak @jokowi @DitjenPajakRI @KemenkeuRI Ini djponline nya lemoooooooooodddddd nya ampunnnnn...... sedangkan youtube saya lancar jaya, restart modem, restart pc, broswer dari Edge, chrome, firefox, mode normal, mode icognito, sudah saran sudah saya coba. Provider: Indihome, Apa perlu ganti provider ?
444;complaint;yunhowhatimean;ini wifi indihome emang lagi gangguan kah?
445;complaint;nfitik;Indihome kenapa dah
446;complaint;qyxyz;indihome bkin emosiii. lg kuliah jd kek robot si ibu ngmgnya :((
447;compliment;kinosukina;Jadikan hati kita selalu damai agar kita bisa membahagiakan diri kita sendiri serta membahagiakan sesama. Jadikan IndiHome sebagai solusi jaringan internet, agar aktivitas online kita berjalan lancar https://t.co/D44V6aLf6l
448;compliment;ddallss_;Tim indihome mana nih ? Aman ga boros kuotaaaa sinyal kenceng https://t.co/6FWo8YTcz8
449;compliment;ddallss_;Urusan dunia lamcar tanpa kendala, urusan sosial media tanpa kendala percayakan pada indihome https://t.co/h8WkVq3I0d
450;inquiry;muhammadaldio;@okkyandrianlola @IndiHome iyaa emang gitu syaratnya sekarang gue jg gitu sih..
451;compliment;ddallss_;Terimakasih indihome, yang ga pernah lelah menemani pelanggannya, bangun tdur pun seger ada sholawat sholawat gini https://t.co/KVq5uIWEgo
452;complaint;lgbtbaewoo;indihome aku lg kuliah njiks
453;none;orchiedeous;@takkanbushian Kalau indihome 2 jam
454;compliment;ddallss_;Makanya percaya aja sama indihome, sinyal super kencang no lemod lemod https://t.co/fGrlWsyN2z
455;compliment;ddallss_;Ga lengkap juga loh kalau dirumah ga pake indihome biar hari harinya makin yahud https://t.co/NmZSk83qKp
456;complaint;gyuracrybby;jangan main cr klo wifi kalian indihome wkwkw emosyiiii https://t.co/U7hWh2vSPO
457;none;langitmusik;"Masih menempati Trending di platform Youtube, lagu terbaru Putri ""berbisik"" ini masuk di hati para pendengar ya! Gimana menurut kamu sob? Komen di bawah yaa ?? Dengerin lagunya Putri DA di Aplikasi buatan Indonesia Langit Musik dan IndiHome TV! Klik https://t.co/QVou33sIui https://t.co/6q9euJOOXC"
458;complaint;seokjinsbabygrl;HADAH KNP GBS BUKA SHOPEE PKE INDIHOME
459;complaint;euxnomia;indihome gangguan mulu
460;compliment;wahyoe263;Pecinta bola jangan sampe ketinggalan laga ke-2 UCL, catat tanggalnya ya???, Saksikan pertandingannya di Vidio melalui IndiHome.
461;none;ddallss_;Ada yang tau nama buah ini ? Lagi searchingan pake indihome eh muncul video ini https://t.co/a1qKAg75cv
462;complaint;yehetohorait;indihome kaga sat set sat set bgt deh?? 2x laporan awas aja belum ada penanganan mahhh
463;compliment;mayasofaaa;@IndiHomeCare IndiHome keren
464;own tweet;indihomecare;@chostattoo Halo Kak Adinda, untuk layanan IndiHome TV-nya sedang dilakukan pengecekan dan interaksinya dilanjutkan via DM ya Kak. -Wepi
465;compliment;eyoobeib;ini yang bener IndiHome bulan ini cuma bayar 34 rebu!!? Jujur saja saya kaget
466;compliment;ddallss_;Lagi internetan pake indihome, muncul iklan boba, yaudah nikmati virtual dulu https://t.co/r3XAoaUVVC
467;compliment;tzuwonyo;@jnkcircle lebih parah dr indihome ??
468;complaint;ungp__;@IndiHomeCare permisi kak, lagi sedang ada gangguankah indihome? internet tidak dapat terhubung?
469;none;krapzze;@IndiHomeCare @IndiHome Sudah
470;compliment;ddallss_;Siapa ni yg make indihome, sinyal kenceng nya bikin nagih, nah btw ada yg blm tau sistem bayar nya prabayar dan pascabayar itu apa ? Yuk simak https://t.co/01ah7eThO6
471;inquiry;ekisays;@IndiHome halo indihome, sy dpt notifikasi penambahan jadi 30mbps dengan tagihan cuma bertambah 5000/bulan. Ini benar ya?
472;none;chuupangdangdut;ren astaga, aku tadinya sampe mau ngetag Indihome:)
473;none;yuniles32887750;@IndiHome @IndiHomeCare
474;none;biznethome;@ItuKutil @txtdarikintil @IndiHome Hai @txtdarikintil, boleh info ID pelanggan kamu ya agar dapat mimin bantu cek perihal kendalanya. Thanks^kcn
475;inquiry;kino_50;@IndiHomeCare Siang min, mau nanya ini saya mau bayar tagihan indihome cuma kok beda ya nilai di channel pembayaran dan billing yang diberikan telkom.
476;complaint;w_i_d_h_i;@tsaradiary Pemerintah bangun tol di mana2 utk mempermudah akses, TLKM-Indihome mempersulit akses tol langit/fixed broadband dgn pasang tarif tinggi. Program pemerintah kok malah disabot BUMN sendiri. Maksudnya apa coba? Ajib ! @jokowi @erickthohir @PlateJohnny @AryaSinulingga https://t.co/PVu7hUmiYT
477;complaint;andikaokt;@tintinnya @klinikhukum @IndiHomeCare Temenku cs indihome semenjak covid menyerang jadi WFH. saat WFH dipasang indihone untuk menunjang WFH nya tsb. Dan itupun gangguan dong wifinya sampe2 temenku sedia kuota sendiri untuk menunjang pekerjaanya tsb. Gak habis fikir cs nya aja gangguan apalagi orang lain ????????????
478;compliment;yeniiii;Di rumah pakai indihome tagihan biasanya kurleb 650-700an untuk wifi tv sama tlp, sebelumnya jaringan masih pakai kabel tembaga. Yang dimana mana padahal udah pakai kabel fiber optic.
479;inquiry;linuxternate;Hi tweeps, mohon infonya. Paket gamer @IndiHome bedanya apa dengan paket lainnya. Bandwidth paket gamer 20mbps apakah sama dengan 20mbps dengan paket indihome lainnya?
480;none;ddallss_;Mau ke bento kopi tapi harus liat virtual dulu pake indihome, istilah nya cek ombak https://t.co/3Sk3K15U5R
481;own tweet;indihomecare;@AwieTandiono @TelkomCare @OmbudsmanRI137 Halo, Kak Awie. Mohon maaf, agar kami cek lebih lanjut permintaannya, sebelumnya silakan informasikan nomor internet, atas nama, alamat pemasangan, jumlah tagihan terakhir (lunas), dan relasi dengan pemilik IndiHome via DM/ klik link https://t.co/yuUDRsBgiA. Terima kasih. -Boang
482;complaint;nadyadalimunthe;Bismillah pak @erickthohir ,tolong ini provider Telkom milik tanahair,Sangat sangat lelet,kabel fiber bisa seratus x dimakan tikus,100x dtg ke komplek,aneh.tlg usut pak.kita bayar telat Didenda,tp sdh 1bulan ini inet Putus bolakbalik.Shame #indihome
483;own tweet;indihomecare;@faemz26 Alhamdulillah, Kak Fairuz. Hamco ikut senang nih kalau kendalanya Kakak sudah teratasi ya, Nantinya kalau ada pertanyaan lagi seputar IndiHome, jangan sungkan untuk menyampaikan kembali ya,... https://t.co/O1JtgxrI5a
484;own tweet;indihomecare;@faemz26 Alhamdulillah, Kak Fairuz. Hamco ikut senang nih kalau kendalanya Kakak sudah teratasi ya, Nantinya kalau ada pertanyaan lagi seputar IndiHome, jangan sungkan untuk menyampaikan kembali ya,... https://t.co/txa8U9dBI9
485;complaint;abilonmyheart;Ini indihome emang lemot atau shopee deh… dari tadi pagi mau co barang gabisa??
486;inquiry;anakuliahana;@bapaknyaaida Kl d tvn indihome ada subtitlenya?
487;complaint;tintinnya;Jadi gagal paham saya baca penjelasan teknis di bawah ini. Ini yg bermasalah IPLC nya @IndiHome apa AWS yg bermasalah ya kalau baca penjelasannya kek gini? Biar jelas Aja kalau memang linknya @AWSCloudSEAsia yg Down ya nanti tim AWS yg diajak ngobrol ?? https://t.co/X85loFp5sq
488;complaint;pallllllllll_;Indihome ga jelas banget wallahi
489;complaint;urbluemint;Indihome gue mohon kerja samanya, ini ustaznya serem plis jngn sampe gue alpha gara gara lo
490;none;petcjuh;@thvqno Tanyakan pada anak indihome
491;own tweet;indihomecare;@itsmechch Halo, Kak Mecha. Terima kasih atas apresiasinya ya, ikuti terus timeline kami untuk informasi menarik seputar produk dan layanan IndiHome lainnya dan https://t.co/clewf0vZ91 Seamless merupakan layanan khusus bagi... https://t.co/HudsmU5ZlF
492;own tweet;indihomecare;@frozenyogurette Siang, Kak Rere. Yoha bantu pengecekan yah Kak, informasikan dahulu nomor internet, atas nama pemilik, alamat, jumlah tagihan terakhir, relasi dengan pemilik IndiHome, nomor HP utama dan nomor HP... https://t.co/l1UYSHlnja
493;complaint;goodnessinside8;@IndiHomeCare Tim @IndiHomeCare @TelkomIndonesia membaca pertanyaan sebelum menjawab tidak ? Jawaban template hasil COPY PASTE, tidak nyambung dengan pertanyaan kami! Pertanyaan kami : Hari, Tanggal dan Jam berapa Layanan Indihome bisa kami pergunakan kembali dengan normal ?
494;none;marugemez;@ozzaoaja Dikiranya pelayan indihome bisa tau makanan siapanya wkwk
495;complaint;71o98f;indihome lg kenapa yaa nangis bgt lemot??????
496;own tweet;indihomecare;@Krapzze @IndiHome Halo, Kak Fadillah. Silfa cek laporannya di nomor tiket IN 13 28 26 21 8 saat ini sudah dilakukan perbaikan, dan sudah dibantu gantikan password WiFi-nya. Apakah saat ini sudah dapat terkoneksi dengan jaringannya, Kak? Ditunggu konfirmasinya kembali. Terima kasih. -Silfa
497;inquiry;wanwijoged23;Siang min utk ganti nomer hp di pendaftaran indihome saya gmn iya ? Soal nya nomer yg lama sudah enggak di pakai lagi ?? @IndiHomeCare
498;campaign;agusnug1995;ini ya, yang namanya rebung..baru tau.. ??, banyak ilmu yang didapat saat browsing YouTube pake IndiHome. #InternetnyaIndonesia #AktivitasTanpaBatas https://t.co/nahdOSJxA0
499;campaign;deranniez;Habis istirahat makan siang saatnya kembali bekerja.. Harus semangat karena IndiHome yang selalu menemani disaat aku kerja internet jadi lancar membuat ide-ide baru semakin banyak jadi semakin semamgat kerjanya #InternetnyaIndonesia  #AktivitasTanpaBatas https://t.co/nmZocqVLYf
500;compliment;tarou_ent;@indihomejkt Jwb : 36 1x1 = 1 2x2 = 4 Dan seterusnya sampe dapet 36 ?? Gaskaeun guys @holusche @Sesihel #QuizJempol #IndiHome #AktifitasTanpaBatas
501;none;riangsukacita;@indihomeborneo @IndiHome ??
502;campaign;agusnug1995;Ada yang pernah makan gak??, Enak?? Jadi penasaran nih, dapet video gini waktu browsing YouTube pake IndiHome. #InternetnyaIndonesia #AktivitasTanpaBatas https://t.co/FfwHGyp9SV
503;inquiry;fangirl13071;@IndiHomeCare mau pemutusan langanan/jaringan gimana nih prosedurnya min boleh dibantu, mau ganti provider aja saya indihome error mulu lama lagi benernya ????? ditunggu informasi berhenti langganannya asap ya min thankyou!
504;campaign;aliandosmg;#IndiHome #AktivitasTanpaBatas https://t.co/EqotnNwQlW
505;complaint;ahquagalon;indihome ngajak ke jahanam
506;compliment;isthiewibowo;Yah semalem ketiduran jadi gabisa nyelesein drakor. Padahal kemarin itu termasuk salah satu to do list, mumpung ini masih pagi nonton drakor dulu deh pake internet IndiHome sambil nyemil-nyemil cantik ?? https://t.co/9znWJjefmQ
507;campaign;aliandosmg;#IndiHome #AktivitasTanpaBatas https://t.co/ObRb5tsjOy
508;campaign;aliandosmg;#IndiHome #AktivitasTanpaBatas https://t.co/vtZHVVUo29
509;campaign;aliandosmg;#IndiHome #AktivitasTanpaBatas https://t.co/pFBCW9jt0f
510;inquiry;fangirl13071;@IndiHomeCare gimana nih min masih gabisa nih dipake internetnya udah berkali kali restart ini saya mau kerja lih kalau saya yang diomelin/gajinya dipotong kalian mau tanggung jawab? Apa payment saya dibulan depan dapet potongan nih dari indihome??
511;campaign;tarou_ent;@IndiHomeJBN Sirkuit Mandalika punya 17 tikungan dengan rincian 6 tikungan ke kiri dan 11 ke kanan. #AktivitasTanpaBatas #IndiHomeMbois #IndiHome @holusche @bekicrrot @temanbrengsek
512;none;eundless;Yang ngelah teams, yang disalahin tetep Indihome ??
513;none;eundless;Ngomongin Indihome jadi inget pas lagi rame-ramenya microsoft teams down
514;none;eundless;Salah Indihome ini pasti ??
515;campaign;aliandosmg;#IndiHome #AktivitasTanpaBatas https://t.co/adZnz7MPZJ
516;complaint;geil_ang;@IndiHomeCare halo kak . indihome saya belakangan ini lemot banget untuk browsing, tetapi untuk download speed normal. yang sudah saya lakukan adalah restart modem. tolong dicek kak kenapa dengan indihome saya. terimakasih
517;complaint;j3001_;@IndiHome min modem saya kenapa los nya merah terus ya? Padahal siang masih bisa dipake, tapi malemmya los nya udah merah sampe sekarang, lg ada perbaikan kah?
518;complaint;frismelsi1;@IndiHomeOffici1 indihome di jakarta pusat sedang gangguan kah?
519;campaign;finaginting;liga champion kembali digelar, pastikan nonton tim kesayanganmu hanya di indihome. #aktivitastanpabatas #internetnyaindonesia #indihome https://t.co/ClIaxQbmQT
520;none;charnadyanti;@meryanaaaaa @IndiHome betollllll??????????
521;own tweet;indihomecare;@tukang_mangkok Sama-sama Kak. Senang sekali Alo mendengar kabar baiknya dan terima kasih selalu setia menggunakan layanan IndiHome. -Alo
522;campaign;victorandreas03;Menu sarapan tadi pagi nih... Sekarang dah laeper lagi, habis bikin kerjaan pake internet IndiHome. #InternetnyaIndonesia #AktivitasTanpaBatas https://t.co/6psRWGT48f
523;compliment;pecintasedap;@sbyfess Indihome aman
524;own tweet;indihomecare;@jugaa7524 Halo, Kak Rahmat. Yoha informasikan Kakak dapat melakukan registrasi pasang baru layanan IndiHome secara mandiri melalui aplikasi myIndiHome, web https://t.co/QjK8FCoaUU dan dapat juga melalui kami.... https://t.co/iKjoHcgB5E
525;own tweet;indihomecare;@jugaa7524 Halo, Kak Rahmat. Yoha informasikan Kakak dapat melakukan registrasi pasang baru layanan IndiHome secara mandiri melalui aplikasi myIndiHome, web https://t.co/QjK8FC61GM dan dapat juga melalui kami.... https://t.co/1LEpDxH7Dr
526;complaint;mingyuamore;indihome knapasih nih anjir tbtb ke forget network trs gabisa connect lagi
527;own tweet;indihomecare;@tukang_gelas Halo, Sobat. Terima kasih juga ya apresiasi-nya dan selamat menikmati layanan IndiHome. Have a nice day :) -Sunny
528;complaint;arraaaa29;Indihome kenapa lemot bnget sih dari kmrn ya Allah. Pake data telkomsel juga sama aja. Trs ini kudu gimana anjir lemot semua gini
529;complaint;chocolaty303;@IndiHome parah banget ya mn, wifi gangguan mulu ?????
530;inquiry;jugaa7524;@IndiHomeCare Kak, kalo mau registrasi IndiHome lewat mana?
531;inquiry;daraingga;@IndiHome Halo team, apakah ada jaringan internet ke desa jatimulyo, kwarasan, kebumen 54366.
532;complaint;pridejaeyongist;@IndiHome min wifi saya down apa gmn yhh gabisa mulu
533;inquiry;awietandiono;Minggu lalu saya datang ke Plasa Telkom, menyampaikan maksud saya untuk berhenti menggunakan layanan Indihome dikarenakan rumah tidak akan ditempati dalam waktu cukup lama.
534;inquiry;awietandiono;@TelkomCare, cc: @OmbudsmanRI137 Mengapa proses pengajuan penghentian layanan Indihome saya sepertinya sulit sekali dan bertele2?
535;complaint;aaaaardhy;sinyalnya merah gini Indihome
536;complaint;adjisuryo;"@IndiHome ngadi-ngadi banget. Baru masang aja udah bermasalah. Reuter udah nyala, tapi internet udah ""dibagi dulu jaringannya"" sama Telkom. Kesian juga sih teknisinya, lama nunggu, tau gitu katanya sistemnya lagi mandek. Ini kesan pertama aja udah bapuk begini ya."
537;none;sempakmuamel;@bellvaneona Itu jejer jejer (bocah indihome)
538;campaign;upiibu791;Bagaimana yah rasanya, tiap hari ketemu mantan, dan ngga bisa terpisahkan????? Buat Kamu yang ceritanya sama kayak Vidio Original Series Geez and Ann, yuk tonton seriesnya sekarang secara eksklusif hanya di Vidio melalui IndiHome TV Kamu ???? #AktivitasTanpaBatas https://t.co/HKHvecRdEf
